time,captured
0.0,-0.75
0.0010051727294921875,0.5
0.003004789352416992,-0.375
0.004004955291748047,-2.5
0.0060062408447265625,-8.125
0.0060062408447265625,-9.625
0.008772850036621094,-13.375
0.01027679443359375,-14.625
0.011282682418823242,-15.125
0.013282299041748047,-15.125
0.014281988143920898,-11.625
0.015954971313476562,-7.25
0.01696038246154785,-4.375
0.01796555519104004,-1.625
0.020475387573242188,-0.5
0.02148270606994629,0.0
0.02348041534423828,0.375
0.024480104446411133,-4.0
0.025479555130004883,-7.375
0.027251720428466797,-10.625
0.028257131576538086,-13.75
0.030765056610107422,-14.75
0.03177022933959961,-15.125
0.03277111053466797,-14.875
0.03476977348327637,-10.25
0.03639554977416992,-7.25
0.0373997688293457,-3.125
0.03940463066101074,-1.75
0.0409088134765625,0.125
0.04191422462463379,-0.375
0.04291343688964844,-0.25
0.04491472244262695,-5.375
0.04591560363769531,-7.75
0.04769563674926758,-12.0
0.04870104789733887,-13.5
0.049700260162353516,-14.75
0.05221199989318848,-14.875
0.053212881088256836,-14.75
0.05520939826965332,-8.625
0.056817054748535156,-7.0
0.057822465896606445,-2.375
0.05932784080505371,-0.375
0.0603330135345459,0.625
0.06264805793762207,-0.125
0.06364941596984863,-0.5
0.06464815139770508,-6.125
0.06564760208129883,-8.375
0.06839132308959961,-11.75
0.0703883171081543,-15.75
0.07289767265319824,-14.5
0.0738978385925293,-13.875
0.07489943504333496,-8.0
0.07647037506103516,-6.75
0.07847929000854492,-2.0
0.07948040962219238,-1.0
0.08147907257080078,-0.375
0.08298683166503906,-0.5
0.08398723602294922,-1.125
0.08498692512512207,-7.375
0.08598709106445312,-8.625
0.08878231048583984,-13.0
0.08978533744812012,-14.625
0.09078192710876465,-15.125
0.09288525581359863,-14.875
0.09388566017150879,-12.625
0.09588336944580078,-7.125
0.09749436378479004,-5.0
0.09849953651428223,-1.875
0.09950017929077148,0.0
0.10050058364868164,0.25
0.10301017761230469,-0.125
0.10400962829589844,-2.625
0.10600972175598145,-7.125
0.10600972175598145,-10.125
0.10879063606262207,-12.875
0.10979008674621582,-14.375
0.11179018020629883,-15.25
0.11291313171386719,-14.75
0.1149139404296875,-11.625
0.11591291427612305,-7.375
0.11759400367736816,-4.375
0.11860013008117676,-1.25
0.12059926986694336,-0.75
0.12210774421691895,-0.375
0.12311577796936035,0.375
0.12411236763000488,-4.625
0.1261153221130371,-8.0
0.12784576416015625,-10.75
0.12938976287841797,-13.75
0.13039755821228027,-14.0
0.1313953399658203,-15.75
0.13372159004211426,-14.875
0.13472223281860352,-10.25
0.13627243041992188,-7.0
0.13772153854370117,-3.0
0.1387803554534912,-1.375
0.14078664779663086,-0.25
0.14229035377502441,-0.375
0.1432950496673584,-0.5
0.1452953815460205,-5.625
0.14629673957824707,-8.125
0.14780068397521973,-12.5
0.1493380069732666,-13.75
0.15034270286560059,-15.125
0.15134310722351074,-14.625
0.1538543701171875,-14.375
0.15485334396362305,-8.75
0.15685224533081055,-7.0
0.1578524112701416,-2.25
0.1594386100769043,-1.625
0.16044330596923828,0.5
0.16144537925720215,-0.25
0.1639542579650879,-0.5
0.16495418548583984,-6.25
0.16666054725646973,-8.125
0.16816449165344238,-12.75
0.16970276832580566,-14.0
0.17070817947387695,-15.5
0.1717076301574707,-15.125
0.17421674728393555,-13.125
0.1752169132232666,-7.5
0.17721772193908691,-5.375
0.17821717262268066,-1.75
0.17978978157043457,-0.5
0.18079495429992676,0.875
0.1817946434020996,0.125
0.18430399894714355,-1.375
0.18590378761291504,-7.125
0.18730401992797852,-9.375
0.18943047523498535,-14.375
0.1914362907409668,-15.0
0.19243550300598145,-14.75
0.19394373893737793,-12.625
0.19594454765319824,-7.0
0.1969454288482666,-5.0
0.19844889640808105,-1.75
0.2004537582397461,-0.375
0.20145368576049805,0.125
0.20345377922058105,-0.125
0.20490694046020508,-3.125
0.20590686798095703,-7.5
0.2069082260131836,-9.875
0.20841336250305176,-13.375
0.2104184627532959,-15.125
0.21141767501831055,-14.875
0.21341896057128906,-15.375
0.21447253227233887,-11.0
0.21647310256958008,-6.875
0.21747279167175293,-4.5
0.21898365020751953,-1.375
0.22048687934875488,-0.625
0.22149181365966797,0.625
0.2234959602355957,0.0
0.2246718406677246,-4.5
0.22625136375427246,-8.25
0.22725629806518555,-11.375
0.22876214981079102,-13.375
0.23076701164245605,-14.75
0.2317671775817871,-15.0
0.23376727104187012,-14.375
0.23478960990905762,-9.5
0.23679065704345703,-6.75
0.23778963088989258,-2.375
0.23929762840270996,-1.125
0.24029850959777832,-0.25
0.24229907989501953,0.5
0.24380254745483398,-0.125
0.24480724334716797,-5.375
0.24680781364440918,-7.625
0.24780750274658203,-12.875
0.2493119239807129,-13.5
0.25131773948669434,-15.75
0.2523174285888672,-14.625
0.25331711769104004,-14.5
0.25542473793029785,-7.875
0.2564258575439453,-6.75
0.2584238052368164,-2.25
0.2594265937805176,-1.5
0.26160430908203125,0.5
0.2626004219055176,-0.375
0.26410412788391113,-0.75
0.2651095390319824,-7.0
0.2671091556549072,-8.25
0.2681083679199219,-12.875
0.27022409439086914,-13.875
0.2712244987487793,-14.875
0.27222371101379395,-14.625
0.27422404289245605,-13.125
0.27547430992126465,-7.75
0.27747344970703125,-5.625
0.2784750461578369,-1.5
0.27947425842285156,-0.625
0.2815890312194824,0.5
0.28258848190307617,0.0
0.284588098526001,-1.75
0.28572964668273926,-7.625
0.2867286205291748,-10.0
0.2887277603149414,-13.5
0.28972721099853516,-14.25
0.29180192947387695,-15.25
0.2928025722503662,-14.75
0.294802188873291,-11.875
0.2963111400604248,-6.5
0.29731130599975586,-3.875
0.2983126640319824,-1.375
0.299818754196167,0.0
0.30182504653930664,0.75
0.302823543548584,0.0
0.3048231601715088,-3.25
0.30588340759277344,-7.5
0.30788350105285645,-10.25
0.3108549118041992,-14.375
0.3118553161621094,-15.0
0.31285810470581055,-15.0
0.31485486030578613,-10.5
0.3160221576690674,-7.25
0.3180222511291504,-4.0
0.31952667236328125,-0.75
0.3205556869506836,-0.375
0.3215596675872803,0.125
0.3235607147216797,0.375
0.32506442070007324,-5.125
0.32606983184814453,-7.625
0.32806944847106934,-12.125
0.3295743465423584,-13.25
0.3310835361480713,-14.625
0.33208322525024414,-14.875
0.33408451080322266,-14.25
0.3350832462310791,-9.5
0.33635950088500977,-6.75
0.33835911750793457,-2.5
0.33935999870300293,-0.875
0.3403596878051758,0.5
0.3424184322357178,0.125
0.3434171676635742,0.25
0.344921350479126,-5.875
0.3469269275665283,-8.375
0.34792637825012207,-12.125
0.34943079948425293,-13.875
0.3514394760131836,-15.625
0.35243964195251465,-14.625
0.3534400463104248,-14.0
0.3554399013519287,-8.375
0.3568272590637207,-6.5
0.35782718658447266,-1.875
0.3593316078186035,-0.375
0.3613407611846924,0.625
0.36234211921691895,0.375
0.36434006690979004,-0.375
0.365847110748291,-6.625
0.3668489456176758,-8.25
0.36784815788269043,-13.125
0.37035536766052246,-13.75
0.37136101722717285,-15.375
0.3723611831665039,-14.75
0.3743607997894287,-13.25
0.37536168098449707,-7.125
0.37745094299316406,-5.625
0.378450870513916,-1.625
0.38045191764831543,-0.375
0.3818850517272949,1.0
0.38288450241088867,0.125
0.3838846683502197,-2.25
0.3853898048400879,-7.25
0.38739514350891113,-9.5
0.3883953094482422,-13.25
0.38939571380615234,-14.375
0.3919057846069336,-15.25
0.39290761947631836,-14.75
0.39490413665771484,-11.25
0.3959052562713623,-6.625
0.3969752788543701,-4.75
0.39797496795654297,-1.25
0.3994786739349365,-0.25
0.40198826789855957,0.5
0.4029884338378906,0.625
0.40498828887939453,-3.375
0.4059884548187256,-7.875
0.4071986675262451,-10.875
0.4081997871398926,-13.375
0.41071009635925293,-14.25
0.41171789169311523,-15.125
0.4137153625488281,-15.0
0.4147160053253174,-10.0
0.41622471809387207,-6.75
0.4182255268096924,-3.375
0.41973018646240234,-1.5
0.4207336902618408,0.375
0.4217386245727539,0.125
0.4237377643585205,0.375
0.42473816871643066,-4.5
0.4262428283691406,-7.75
0.42824745178222656,-12.375
0.43125486373901367,-14.75
0.43226051330566406,-15.25
0.4332602024078369,-14.625
